timestamp,energy_consumption,temperature,humidity,occupancy
2025-07-28 12:39:22.761177,36.81822054112532,19.6891186742353,85.66809625383092,0
2025-07-28 13:39:22.761177,38.164408367343405,20.19255261436486,71.86089957739738,0
2025-07-28 14:39:22.761177,39.21901539530076,21.476407194413824,69.2526587664708,0
2025-07-28 15:39:22.761177,39.424768406735446,22.357190490508035,72.4958701614794,0
2025-07-28 16:39:22.761177,37.73783892931511,17.165920733715552,57.4058370364055,1
2025-07-28 17:39:22.761177,35.93018569897818,17.574394094950613,57.24771394656005,0
2025-07-28 18:39:22.761177,34.05046753985096,16.680953399542055,53.416694799572824,0
2025-07-28 19:39:22.761177,30.750290994805262,18.728069399157327,35.43123273916901,1
2025-07-28 20:39:22.761177,27.07658276630764,20.12882586626396,34.22364157345899,1
2025-07-28 21:39:22.761177,23.940583270580902,21.170778150549495,19.73229193845036,1
2025-07-28 22:39:22.761177,31.820163665643975,19.044207070086244,25.627926412664525,0
2025-07-28 23:39:22.761177,17.614487193132238,18.556414070861603,21.122972102693986,0
2025-07-29 00:39:22.761177,15.396408251599334,19.38421578318404,22.798509639058743,0
2025-07-29 01:39:22.761177,13.517924612879668,17.410413995426513,19.527844425070587,1
2025-07-29 02:39:22.761177,12.808994700717587,23.259777242076105,18.62932795996035,0
2025-07-29 03:39:22.761177,13.092805669915657,15.865377744450441,35.201904622630515,4
2025-07-29 04:39:22.761177,14.028077005983594,19.450180956478007,29.299472525277938,1
2025-07-29 05:39:22.761177,16.029870507422057,23.12791223714584,45.66819897888526,1
2025-07-29 06:39:22.761177,18.30006444855011,19.094299487806556,59.78639444757059,1
2025-07-29 07:39:22.761177,21.163185135254192,18.700621728683572,63.51928080548802,1
2025-07-29 08:39:22.761177,25.13416008872266,18.365808953065706,78.92488328336661,0
2025-07-29 09:39:22.761177,28.093214077789952,18.719916435161743,79.62479241775924,1
2025-07-29 10:39:22.761177,31.41387359304084,21.82639674803962,74.87624813604666,1
2025-07-29 11:39:22.761177,33.770156197333705,14.656975976027546,80.01071472649704,1
2025-07-29 12:39:22.761177,36.359210459547334,22.14756720127921,79.32982825902016,1
2025-07-29 13:39:22.761177,38.178167752077435,16.23278549378627,69.33341139802181,0
2025-07-29 14:39:22.761177,38.43610610088584,18.54739514021773,68.36326037978203,0
2025-07-29 15:39:22.761177,38.89621598227344,18.222210958089235,64.51055116621771,0
2025-07-29 16:39:22.761177,37.519144068396,20.257806338228,50.20240919804512,0
2025-07-29 17:39:22.761177,35.832988572676676,15.884451094919065,52.982515901160305,0
2025-07-29 18:39:22.761177,33.24844653535079,20.005045130850444,43.674155661264074,1
